,date,기온,풍향,풍속,강수량,습도,PM2.5
30,0000010206,0.2638230647709321,0.0,0.0025575447570332,0.0,0.903,0.084
31,0000010207,0.273301737756714,0.0,0.0025575447570332,0.0,0.8770000000000001,0.076
32,0000010208,0.2875197472353871,0.0,0.0025575447570332,0.0,0.8180000000000001,0.096
33,0000010209,0.3001579778830964,0.2894444444444444,0.0332480818414322,0.0,0.73,0.1
34,0000010210,0.325434439178515,0.2880555555555555,0.0306905370843989,0.0,0.689,0.112
35,0000010211,0.3522906793048973,0.2927777777777778,0.0230179028132992,0.0,0.646,0.104
36,0000010212,0.3696682464454977,0.2794444444444444,0.0383631713554987,0.0,0.655,0.124
37,0000010213,0.3807266982622433,0.0372222222222222,0.0409207161125319,0.0,0.67,0.14
38,0000010214,0.3838862559241706,0.0402777777777777,0.0409207161125319,0.0,0.663,0.16
39,0000010215,0.358609794628752,0.0991666666666666,0.0230179028132992,0.0,0.714,0.156
40,0000010216,0.344391785150079,0.0522222222222222,0.0358056265984654,0.0,0.7320000000000001,0.14
41,0000010217,0.3380726698262243,0.0,0.0076726342710997,0.0,0.7689999999999999,0.144
42,0000010218,0.3080568720379147,0.0,0.0025575447570332,0.0,0.898,0.136
43,0000010219,0.292259083728278,0.9372222222222222,0.0230179028132992,0.0,0.967,0.144
44,0000010220,0.2764612954186414,0.0,0.0076726342710997,0.0,0.967,0.168
45,0000010221,0.2527646129541864,0.0119444444444444,0.0204603580562659,0.0,0.967,0.192
46,0000010222,0.2559241706161137,0.0025,0.0204603580562659,0.0,0.967,0.192
47,0000010223,0.2432859399684044,0.0,0.0,0.0,0.967,0.22
48,0000010300,0.2385466034755134,0.0,0.0076726342710997,0.0,0.967,0.212
49,0000010301,0.2322274881516587,0.9894444444444443,0.0204603580562659,0.0,0.967,0.212
50,0000010302,0.2259083728278041,0.0,0.0,0.0,0.967,0.18
51,0000010303,0.2259083728278041,0.0,0.0051150895140664,0.0,0.967,0.144
52,0000010304,0.2290679304897314,0.9580555555555555,0.0127877237851662,0.0,0.967,0.148
53,0000010305,0.2401263823064771,0.9677777777777776,0.0127877237851662,0.0,0.967,0.124
54,0000010306,0.2543443917851501,0.0,0.0051150895140664,0.0,0.967,0.16
55,0000010307,0.2606635071090047,0.925,0.0179028132992327,0.0,0.967,0.18
56,0000010308,0.2717219589257504,0.861388888888889,0.0127877237851662,0.0,0.967,0.2
57,0000010309,0.2890995260663507,0.0,0.0102301790281329,0.0,0.967,0.22
58,0000010310,0.3270142180094787,0.4366666666666666,0.0153452685421994,0.0,0.967,0.232
59,0000010311,0.34913112164297,0.8316666666666667,0.0153452685421994,0.0,0.967,0.248
60,0000010312,0.3838862559241706,0.2852777777777778,0.0383631713554987,0.0,0.7320000000000001,0.224
61,0000010313,0.4202211690363349,0.0144444444444444,0.0332480818414322,0.0,0.616,0.228
62,0000010314,0.4218009478672986,0.2938888888888888,0.0230179028132992,0.0,0.602,0.228
63,0000010315,0.4186413902053713,0.0,0.0102301790281329,0.0,0.621,0.24
64,0000010316,0.3791469194312796,0.9163888888888888,0.0204603580562659,0.0,0.74,0.252
65,0000010317,0.3601895734597157,0.9766666666666668,0.0358056265984654,0.0,0.8109999999999999,0.236
66,0000010318,0.3507109004739336,0.9569444444444444,0.0204603580562659,0.0,0.8620000000000001,0.216
67,0000010319,0.3570300157977883,0.0,0.0051150895140664,0.0,0.866,0.212
68,0000010320,0.358609794628752,0.6077777777777779,0.0127877237851662,0.0,0.853,0.232
69,0000010321,0.3507109004739336,0.9536111111111112,0.0383631713554987,0.0,0.906,0.236
70,0000010322,0.576415691671899,0.48228497240373436,0.032089621881804496,0.0,0.6947466026716013,0.22
71,0000010323,0.3601895734597157,0.0,0.0076726342710997,0.0,0.922,0.216
72,0000010400,0.363349131121643,0.0,0.0076726342710997,0.0,0.875,0.272
73,0000010401,0.368088467614534,0.0,0.0025575447570332,0.0,0.893,0.272
74,0000010402,0.3665086887835703,0.0,0.0051150895140664,0.0,0.896,0.264
75,0000010403,0.3601895734597157,0.0,0.0025575447570332,0.0,0.926,0.236
76,0000010404,0.3507109004739336,0.0,0.0025575447570332,0.0,0.967,0.228
77,0000010405,0.3428120063191153,0.9694444444444444,0.0409207161125319,0.0,0.967,0.236
78,0000010406,0.3522906793048973,0.5575,0.0127877237851662,0.0,0.967,0.236
79,0000010407,0.3601895734597157,0.1822222222222222,0.0127877237851662,0.0,0.963,0.252
80,0000010408,0.4312796208530806,0.4483333333333333,0.0204603580562659,0.0,0.772,0.296
81,0000010409,0.4818325434439179,0.6108333333333333,0.0409207161125319,0.0,0.7100000000000001,0.28
82,0000010410,0.5039494470774092,0.645,0.0511508951406649,0.0,0.628,0.276
83,0000010411,0.5276461295418642,0.7702777777777778,0.0383631713554987,0.0,0.489,0.09001918087742314
84,0000010412,0.5181674565560822,0.9311111111111112,0.0562659846547314,0.0,0.516,0.09001918087742314
85,0000010413,0.5213270142180095,0.9744444444444446,0.0306905370843989,0.0,0.527,0.09001918087742314
86,0000010414,0.5086887835703002,0.0402777777777777,0.0383631713554987,0.0,0.543,0.09001918087742314
87,0000010415,0.4739336492890995,0.9555555555555556,0.0383631713554987,0.0,0.5790000000000001,0.09001918087742314
88,0000010416,0.4328593996840443,0.2163888888888889,0.0127877237851662,0.0,0.6970000000000001,0.28
89,0000010417,0.4028436018957346,0.0,0.0102301790281329,0.0,0.793,0.26
90,0000010418,0.3949447077409163,0.0,0.0102301790281329,0.0,0.8180000000000001,0.284
91,0000010419,0.3917851500789889,0.951388888888889,0.0179028132992327,0.0,0.8170000000000001,0.296
92,0000010420,0.3807266982622433,0.943888888888889,0.0255754475703324,0.0,0.904,0.28
93,0000010421,0.372827804107425,0.4422222222222222,0.0230179028132992,0.0,0.966,0.292
94,0000010422,0.3601895734597157,0.9194444444444444,0.0127877237851662,0.0,0.967,0.284
95,0000010423,0.3507109004739336,0.0,0.0051150895140664,0.0,0.967,0.272
96,0000010500,0.3428120063191153,0.9458333333333334,0.0204603580562659,0.0,0.967,0.316
97,0000010501,0.3522906793048973,0.4619444444444445,0.0153452685421994,0.0,0.967,0.308
98,0000010502,0.353870458135861,0.0,0.0076726342710997,0.0,0.967,0.3
99,0000010503,0.358609794628752,0.4172222222222222,0.0255754475703324,0.0,0.967,0.312
100,0000010504,0.3617693522906793,0.9816666666666668,0.0204603580562659,0.0,0.967,0.292
101,0000010505,0.3665086887835703,0.0,0.0,0.0,0.967,0.264
102,0000010506,0.3649289099526067,0.8827777777777779,0.0153452685421994,0.0,0.967,0.292
103,0000010507,0.377567140600316,0.0,0.0025575447570332,0.0,0.967,0.368
104,0000010508,0.39652448657188,0.6286111111111111,0.0127877237851662,0.0,0.8500000000000001,0.356
105,0000010509,0.4218009478672986,0.8877777777777779,0.0179028132992327,0.0,0.765,0.336
106,0000010510,0.4439178515007899,0.0,0.0102301790281329,0.0,0.711,0.352
107,0000010511,0.4486571879936809,0.0,0.0025575447570332,0.0,0.701,0.09001918087742314
108,0000010512,0.4581358609794629,0.0,0.0076726342710997,0.0,0.694,0.09001918087742314
109,0000010513,0.4660347551342812,0.0044444444444444,0.0153452685421994,0.0,0.7000000000000001,0.09001918087742314
110,0000010514,0.4565560821484992,0.0,0.0102301790281329,0.0,0.7370000000000001,0.09001918087742314
111,0000010515,0.4423380726698263,0.0,0.0025575447570332,0.0,0.824,0.09001918087742314
112,0000010516,0.4265402843601896,0.0,0.0051150895140664,0.0170454545454545,0.967,0.09001918087742314
113,0000010517,0.4281200631911532,0.3961111111111111,0.0179028132992327,0.0056818181818181,0.967,0.156
114,0000010518,0.4139020537124803,0.9825,0.0332480818414322,0.0056818181818181,0.967,0.228
115,0000010519,0.4123222748815166,0.95,0.0204603580562659,0.0,0.967,0.176
116,0000010520,0.4139020537124803,0.9683333333333334,0.0179028132992327,0.0,0.967,0.064
117,0000010521,0.4075829383886256,0.9619444444444444,0.0306905370843989,0.0,0.967,0.052
118,0000010522,0.4091627172195893,0.0,0.0051150895140664,0.0,0.967,0.1
119,0000010523,0.4044233807266983,0.9788888888888888,0.0255754475703324,0.0,0.967,0.188
120,0000010600,0.4075829383886256,0.0,0.0102301790281329,0.0,0.967,0.204
121,0000010601,0.4075829383886256,0.0,0.0025575447570332,0.0056818181818181,0.967,0.188
122,0000010602,0.406003159557662,0.9641666666666668,0.0230179028132992,0.0056818181818181,0.967,0.156
123,0000010603,0.4107424960505529,0.0086111111111111,0.0179028132992327,0.0170454545454545,0.967,0.168
124,0000010604,0.4139020537124803,0.9675,0.0383631713554987,0.0113636363636363,0.967,0.144
125,0000010605,0.4170616113744076,0.0225,0.0204603580562659,0.0113636363636363,0.967,0.104
126,0000010606,0.4139020537124803,0.0,0.0076726342710997,0.0,0.967,0.108
127,0000010607,0.4139020537124803,0.0,0.0102301790281329,0.0,0.967,0.188
128,0000010608,0.4218009478672986,0.0,0.0051150895140664,0.0,0.967,0.256
129,0000010609,0.4344391785150079,0.8027777777777778,0.0127877237851662,0.0,0.967,0.244
130,0000010610,0.4423380726698263,0.4472222222222222,0.0153452685421994,0.0,0.924,0.268
131,0000010611,0.4565560821484992,0.3286111111111111,0.0179028132992327,0.0,0.871,0.14
132,0000010612,0.4644549763033175,0.0594444444444444,0.0153452685421994,0.0,0.875,0.128
133,0000010613,0.4612954186413902,0.2630555555555556,0.0153452685421994,0.0,0.908,0.136
134,0000010614,0.4660347551342812,0.3772222222222223,0.0358056265984654,0.0,0.8820000000000001,0.144
135,0000010615,0.4581358609794629,0.0,0.0076726342710997,0.0,0.954,0.092
136,0000010616,0.4486571879936809,0.0,0.0076726342710997,0.0,0.967,0.124
137,0000010617,0.4375987361769353,0.4513888888888889,0.0230179028132992,0.0,0.967,0.132
138,0000010618,0.4233807266982622,0.0013888888888888,0.0204603580562659,0.0,0.967,0.116
139,0000010619,0.3996840442338073,0.4513888888888889,0.0179028132992327,0.0,0.967,0.09001918087742314
140,0000010620,0.4075829383886256,0.0,0.0051150895140664,0.0,0.967,0.09001918087742314
141,0000010621,0.4123222748815166,0.6275000000000001,0.0255754475703324,0.0,0.967,0.196
142,0000010622,0.4249605055292259,0.7105555555555556,0.0230179028132992,0.0,0.967,0.152
143,0000010623,0.4202211690363349,0.0,0.0025575447570332,0.0,0.967,0.188
144,0000010700,0.4170616113744076,0.0,0.0102301790281329,0.0,0.967,0.248
145,0000010701,0.4202211690363349,0.0,0.0102301790281329,0.0,0.967,0.236
146,0000010702,0.4154818325434439,0.0,0.0102301790281329,0.0,0.967,0.188
147,0000010703,0.4123222748815166,0.0,0.0025575447570332,0.0,0.967,0.212
148,0000010704,0.401263823064771,0.9641666666666668,0.0153452685421994,0.0,0.967,0.316
149,0000010705,0.3807266982622433,0.0,0.0102301790281329,0.0,0.967,0.236
150,0000010706,0.3744075829383886,0.0,0.0102301790281329,0.0,0.967,0.228
151,0000010707,0.372827804107425,0.4438888888888889,0.0153452685421994,0.0,0.967,0.224
152,0000010708,0.3996840442338073,0.0,0.0051150895140664,0.0,0.967,0.232
153,0000010709,0.4391785150078989,0.9388888888888888,0.0358056265984654,0.0,0.967,0.264
154,0000010710,0.4597156398104265,0.9566666666666668,0.0562659846547314,0.0,0.6880000000000001,0.22
155,0000010711,0.4644549763033175,0.9519444444444444,0.0537084398976982,0.0,0.633,0.184
156,0000010712,0.4628751974723539,0.9316666666666666,0.0639386189258312,0.0,0.615,0.172
157,0000010713,0.4739336492890995,0.9186111111111112,0.0664961636828644,0.0,0.515,0.236
158,0000010714,0.4612954186413902,0.9002777777777778,0.0358056265984654,0.0,0.463,0.26
159,0000010715,0.4423380726698263,0.9175,0.0434782608695652,0.0,0.521,0.204
160,0000010716,0.406003159557662,0.9230555555555556,0.0281329923273657,0.0,0.7020000000000001,0.156
161,0000010717,0.3917851500789889,0.9430555555555556,0.0306905370843989,0.0,0.75,0.204
162,0000010718,0.401263823064771,0.0,0.0102301790281329,0.0,0.6950000000000001,0.252
163,0000010719,0.3902053712480253,0.0,0.0051150895140664,0.0,0.701,0.204
164,0000010720,0.382306477093207,0.0,0.0102301790281329,0.0,0.728,0.18
165,0000010721,0.3601895734597157,0.0,0.0076726342710997,0.0,0.914,0.244
166,0000010722,0.3507109004739336,0.0,0.0076726342710997,0.0,0.967,0.228
167,0000010723,0.334913112164297,0.0,0.0076726342710997,0.0,0.967,0.248
168,0000010800,0.3380726698262243,0.5261111111111112,0.0127877237851662,0.0,0.967,0.284
169,0000010801,0.3412322274881517,0.0,0.0076726342710997,0.0,0.8770000000000001,0.224
170,0000010802,0.3175355450236967,0.9291666666666668,0.0230179028132992,0.0,0.879,0.224
171,0000010803,0.325434439178515,0.0,0.0102301790281329,0.0,0.967,0.228
172,0000010804,0.3127962085308057,0.5191666666666667,0.0127877237851662,0.0,0.967,0.184
173,0000010805,0.30173775671406,0.0,0.0025575447570332,0.0,0.967,0.196
174,0000010806,0.30173775671406,0.4197222222222222,0.0179028132992327,0.0,0.967,0.196
175,0000010807,0.3175355450236967,0.976388888888889,0.0179028132992327,0.0,0.967,0.172
176,0000010808,0.3570300157977883,0.0,0.0076726342710997,0.0,0.767,0.224
177,0000010809,0.3933649289099526,0.4555555555555555,0.0281329923273657,0.0,0.631,0.248
178,0000010810,0.4202211690363349,0.8002777777777779,0.0255754475703324,0.0,0.422,0.204
179,0000010811,0.4344391785150079,0.6638888888888889,0.0230179028132992,0.0,0.307,0.18
180,0000010812,0.4628751974723539,0.9472222222222224,0.0562659846547314,0.0,0.224,0.124
181,0000010813,0.4676145339652449,0.9427777777777776,0.0690537084398977,0.0,0.251,0.06
182,0000010814,0.4549763033175356,0.8547222222222223,0.0537084398976982,0.0,0.295,0.08
183,0000010815,0.4296998420221169,0.913611111111111,0.0511508951406649,0.0,0.354,0.116
184,0000010816,0.3807266982622433,0.898888888888889,0.0179028132992327,0.0,0.519,0.196
185,0000010817,0.353870458135861,0.8883333333333334,0.0204603580562659,0.0,0.6289999999999999,0.18
186,0000010818,0.34913112164297,0.8280555555555557,0.0127877237851662,0.0,0.622,0.164
187,0000010819,0.3333333333333333,0.9647222222222224,0.0332480818414322,0.0,0.709,0.116
188,0000010820,0.320695102685624,0.0,0.0076726342710997,0.0,0.744,0.152
189,0000010821,0.3143759873617693,0.0,0.0025575447570332,0.0,0.79,0.172
190,0000010822,0.3080568720379147,0.0,0.0025575447570332,0.0,0.795,0.18
191,0000010823,0.3033175355450237,0.0,0.0,0.0,0.821,0.176
192,0000010900,0.2938388625592417,0.0,0.0025575447570332,0.0,0.903,0.2
193,0000010901,0.2843601895734597,0.0,0.0,0.0,0.961,0.172
194,0000010902,0.2859399684044234,0.0,0.0025575447570332,0.0,0.967,0.164
195,0000010903,0.2796208530805687,0.0,0.0,0.0,0.967,0.136
196,0000010904,0.2796208530805687,0.981388888888889,0.0127877237851662,0.0,0.967,0.156
197,0000010905,0.2812006319115324,0.0,0.0076726342710997,0.0,0.967,0.188
198,0000010906,0.2859399684044234,0.0,0.0025575447570332,0.0,0.967,0.168
199,0000010907,0.3080568720379147,0.0,0.0025575447570332,0.0,0.946,0.172
200,0000010908,0.3428120063191153,0.0,0.0025575447570332,0.0,0.7909999999999999,0.184
201,0000010909,0.3854660347551343,0.6119444444444445,0.0153452685421994,0.0,0.655,0.188
202,0000010910,0.4265402843601896,0.4886111111111111,0.0306905370843989,0.0,0.53,0.2
203,0000010911,0.4581358609794629,0.6036111111111112,0.0383631713554987,0.0,0.405,0.144
204,0000010912,0.4960505529225908,0.585,0.0588235294117647,0.0,0.444,0.088
205,0000010913,0.4976303317535545,0.6586111111111111,0.0716112531969309,0.0,0.437,0.072
206,0000010914,0.4865718799368089,0.6175,0.0537084398976982,0.0,0.458,0.12
207,0000010915,0.4802527646129542,0.6644444444444444,0.0460358056265984,0.0,0.492,0.14
208,0000010916,0.4391785150078989,0.815,0.0255754475703324,0.0,0.599,0.176
209,0000010917,0.3917851500789889,0.911388888888889,0.0153452685421994,0.0,0.7420000000000001,0.22
210,0000010918,0.3838862559241706,0.0,0.0051150895140664,0.0,0.797,0.376
211,0000010919,0.3744075829383886,0.948888888888889,0.0204603580562659,0.0,0.828,0.52
212,0000010920,0.3601895734597157,0.5672222222222222,0.0179028132992327,0.0,0.967,0.512
213,0000010921,0.3380726698262243,0.9336111111111112,0.0153452685421994,0.0,0.967,0.456
214,0000010922,0.339652448657188,0.0,0.0051150895140664,0.0,0.967,0.476
215,0000010923,0.3333333333333333,0.0,0.0025575447570332,0.0,0.967,0.472
216,0000011000,0.3333333333333333,0.0,0.0076726342710997,0.0,0.967,0.512
217,0000011001,0.3175355450236967,0.0,0.0051150895140664,0.0,0.967,0.424
218,0000011002,0.3080568720379147,0.0,0.0076726342710997,0.0,0.967,0.416
219,0000011003,0.3048973143759874,0.2672222222222222,0.0179028132992327,0.0,0.967,0.404
220,0000011004,0.2859399684044234,0.0,0.0102301790281329,0.0,0.967,0.344
221,0000011005,0.3033175355450237,0.0,0.0102301790281329,0.0,0.967,0.264
222,0000011006,0.3080568720379147,0.0,0.0076726342710997,0.0,0.967,0.232
223,0000011007,0.306477093206951,0.0,0.0102301790281329,0.0,0.967,0.188
224,0000011008,0.3175355450236967,0.0,0.0051150895140664,0.0,0.967,0.188
225,0000011009,0.330173775671406,0.0,0.0076726342710997,0.0,0.967,0.26
226,0000011010,0.3475513428120063,0.3055555555555556,0.0153452685421994,0.0,0.967,0.356
227,0000011011,0.358609794628752,0.8986111111111111,0.0127877237851662,0.0,0.967,0.436
228,0000011012,0.3759873617693523,0.4052777777777778,0.0153452685421994,0.0,0.967,0.544
229,0000011013,0.4344391785150079,0.0,0.0102301790281329,0.0,0.765,0.596
230,0000011014,0.4375987361769353,0.8941666666666667,0.0179028132992327,0.0,0.4459999999999999,0.484
231,0000011015,0.4218009478672986,0.9527777777777778,0.0204603580562659,0.0,0.5630000000000001,0.316
232,0000011016,0.3981042654028436,0.9486111111111112,0.0281329923273657,0.0,0.555,0.344
233,0000011017,0.3759873617693523,0.0036111111111111,0.0255754475703324,0.0,0.6289999999999999,0.308
234,0000011018,0.3649289099526067,0.9544444444444444,0.0153452685421994,0.0,0.6659999999999999,0.252
235,0000011019,0.368088467614534,0.9569444444444444,0.0383631713554987,0.0,0.646,0.252
236,0000011020,0.372827804107425,0.0,0.0025575447570332,0.0,0.7000000000000001,0.232
237,0000011021,0.3696682464454977,0.0,0.0076726342710997,0.0,0.672,0.172
238,0000011022,0.3696682464454977,0.3919444444444444,0.0127877237851662,0.0,0.6950000000000001,0.16
239,0000011023,0.3665086887835703,0.0,0.0076726342710997,0.0,0.723,0.192
240,0000011100,0.3665086887835703,0.89,0.0204603580562659,0.0,0.73,0.224
241,0000011101,0.3665086887835703,0.0247222222222222,0.0281329923273657,0.0,0.7150000000000001,0.252
242,0000011102,0.3696682464454977,0.9511111111111112,0.0153452685421994,0.0,0.6880000000000001,0.164
243,0000011103,0.3712480252764613,0.9866666666666668,0.0332480818414322,0.0,0.689,0.228
244,0000011104,0.3712480252764613,0.6372222222222222,0.0179028132992327,0.0,0.711,0.192
245,0000011105,0.3696682464454977,0.0,0.0102301790281329,0.0,0.7370000000000001,0.184
246,0000011106,0.3649289099526067,0.0,0.0076726342710997,0.0,0.736,0.224
247,0000011107,0.377567140600316,0.0,0.0,0.0,0.641,0.264
248,0000011108,0.3949447077409163,0.8275,0.0127877237851662,0.0,0.586,0.244
249,0000011109,0.4154818325434439,0.0,0.0102301790281329,0.0,0.572,0.24
250,0000011110,0.4549763033175356,0.4130555555555555,0.0306905370843989,0.0,0.463,0.176
251,0000011111,0.4770932069510269,0.5277777777777778,0.0281329923273657,0.0,0.422,0.096
252,0000011112,0.4897314375987362,0.5141666666666667,0.0409207161125319,0.0,0.356,0.076
253,0000011113,0.5023696682464456,0.5975,0.1023017902813299,0.0,0.33,0.04
254,0000011114,0.4739336492890995,0.6655555555555556,0.1099744245524296,0.0,0.495,0.096
255,0000011115,0.4344391785150079,0.7255555555555555,0.0767263427109974,0.0,0.744,0.1
256,0000011116,0.4233807266982622,0.5927777777777778,0.0332480818414322,0.0,0.967,0.104
257,0000011117,0.4154818325434439,0.7550000000000001,0.0332480818414322,0.0056818181818181,0.967,0.1
258,0000011118,0.4218009478672986,0.7697222222222223,0.0537084398976982,0.0,0.967,0.09001918087742314
259,0000011119,0.3933649289099526,0.831388888888889,0.1227621483375959,0.0,0.89,0.09001918087742314
260,0000011120,0.3807266982622433,0.8619444444444445,0.0562659846547314,0.0,0.788,0.09001918087742314
261,0000011121,0.368088467614534,0.8555555555555556,0.0639386189258312,0.0,0.7639999999999999,0.188
262,0000011122,0.3554502369668246,0.8091666666666667,0.0716112531969309,0.0,0.7370000000000001,0.184
263,0000011123,0.344391785150079,0.8580555555555556,0.0460358056265984,0.0,0.709,0.216
264,0000011200,0.330173775671406,0.9083333333333332,0.0767263427109974,0.0,0.6809999999999999,0.168
265,0000011201,0.315955766192733,0.8419444444444445,0.0843989769820971,0.0,0.678,0.076
266,0000011202,0.2843601895734597,0.7852777777777777,0.0997442455242966,0.0,0.519,0.064
267,0000011203,0.2701421800947867,0.8047222222222222,0.0869565217391304,0.0,0.4359999999999999,0.028
268,0000011204,0.2638230647709321,0.7836111111111113,0.0562659846547314,0.0,0.491,0.016
269,0000011205,0.2622432859399684,0.8183333333333335,0.0690537084398977,0.0,0.476,0.016
270,0000011206,0.2480252764612954,0.8286111111111112,0.1125319693094629,0.0,0.455,0.028
271,0000011207,0.2480252764612954,0.8305555555555556,0.1278772378516624,0.0,0.515,0.068
272,0000011208,0.2322274881516587,0.8966666666666667,0.0843989769820971,0.0,0.8009999999999999,0.072
273,0000011209,0.2622432859399684,0.8727777777777778,0.0869565217391304,0.0,0.525,0.032
274,0000011210,0.2748815165876777,0.8472222222222222,0.1150895140664961,0.0,0.4459999999999999,0.044
275,0000011211,0.273301737756714,0.8588888888888889,0.0843989769820971,0.0,0.464,0.064
276,0000011212,0.292259083728278,0.8625,0.0895140664961636,0.0,0.4659999999999999,0.048
277,0000011213,0.2875197472353871,0.9269444444444443,0.0741687979539642,0.0,0.458,0.044
278,0000011214,0.2717219589257504,0.955,0.0869565217391304,0.0,0.453,0.088
279,0000011215,0.2527646129541864,0.9219444444444445,0.0792838874680307,0.0,0.492,0.1
280,0000011216,0.2385466034755134,0.9080555555555556,0.0434782608695652,0.0,0.5619999999999999,0.056
281,0000011217,0.2243285939968404,0.9363888888888888,0.0434782608695652,0.0,0.5950000000000001,0.056
282,0000011218,0.2211690363349131,0.893888888888889,0.0460358056265984,0.0,0.657,0.052
283,0000011219,0.2116903633491311,0.7644444444444445,0.0306905370843989,0.0,0.719,0.052
284,0000011220,0.2053712480252764,0.0,0.0051150895140664,0.0,0.792,0.06
285,0000011221,0.2101105845181674,0.0,0.0025575447570332,0.0,0.762,0.056
286,0000011222,0.2101105845181674,0.9069444444444444,0.0792838874680307,0.0,0.761,0.052
287,0000011223,0.1895734597156398,0.9386111111111112,0.1023017902813299,0.0,0.5609999999999999,0.056
288,0000011300,0.1737756714060031,0.9536111111111112,0.0613810741687979,0.0,0.437,0.028
289,0000011301,0.1658767772511848,0.9177777777777778,0.0895140664961636,0.0,0.38,0.056
290,0000011302,0.1563981042654028,0.986388888888889,0.0306905370843989,0.0,0.39,0.056
291,0000011303,0.1563981042654028,0.0961111111111111,0.0204603580562659,0.0,0.3319999999999999,0.04
292,0000011304,0.1563981042654028,0.9919444444444444,0.0485933503836317,0.0,0.347,0.04
293,0000011305,0.1516587677725118,0.9180555555555556,0.0434782608695652,0.0,0.38,0.052
294,0000011306,0.1469194312796208,0.0,0.0102301790281329,0.0,0.393,0.06
295,0000011307,0.1753554502369668,0.8977777777777778,0.0716112531969309,0.0,0.33,0.084
296,0000011308,0.1990521327014218,0.8861111111111112,0.0792838874680307,0.0,0.3409999999999999,0.064
297,0000011309,0.2101105845181674,0.9263888888888888,0.1125319693094629,0.0,0.298,0.092
298,0000011310,0.244865718799368,0.8583333333333334,0.0869565217391304,0.0,0.365,0.088
299,0000011311,0.2511848341232228,0.8433333333333334,0.1125319693094629,0.0,0.348,0.084
300,0000011312,0.2480252764612954,0.895,0.1176470588235294,0.0,0.377,0.076
301,0000011313,0.2511848341232228,0.8358333333333333,0.0792838874680307,0.0,0.4019999999999999,0.072
302,0000011314,0.2464454976303317,0.8786111111111112,0.0895140664961636,0.0,0.434,0.084
303,0000011315,0.2227488151658767,0.8811111111111111,0.0716112531969309,0.0,0.481,0.052
304,0000011316,0.2069510268562401,0.9147222222222224,0.0588235294117647,0.0,0.501,0.06
305,0000011317,0.1958925750394944,0.8808333333333335,0.0306905370843989,0.0,0.532,0.02
306,0000011318,0.1864139020537125,0.8594444444444445,0.0204603580562659,0.0,0.603,0.016
307,0000011319,0.1769352290679305,0.0,0.0102301790281329,0.0,0.616,0.028
308,0000011320,0.1674565560821485,0.0,0.0,0.0,0.7270000000000001,0.04
309,0000011321,0.1627172195892575,0.0,0.0076726342710997,0.0,0.6639999999999999,0.048
310,0000011322,0.1706161137440758,0.8752777777777778,0.0409207161125319,0.0,0.5800000000000001,0.044
